q|a
영유아가 자연을 경험할 수 있는 실외환경으로 무엇을 마련하였습니까?|어린이집 앞 바깥놀이터에는 신체놀이 및 화단, 텃밭 등이 구성되어 있어 자연을 충분히 경험할 수 있습니다.
